date,geo,search_volume,impressions,observed_clicks,dayofyear,time,budget
2020-04-17,geo_5,25211,3758,369,108,107,45.646470415313345
2020-04-17,geo_6,35086,5372,548,108,107,48.32093467033252
2020-04-17,geo_7,30532,4986,482,108,107,56.42002630701356
2020-04-17,geo_8,23969,3566,387,108,107,44.36429724567275
2020-04-17,geo_9,29107,4265,429,108,107,43.78196541115572
2020-04-18,geo_0,27505,3920,364,109,108,38.49657123762589
2020-04-18,geo_1,24154,3566,331,109,108,43.145381848544595
2020-04-18,geo_2,27823,4569,451,109,108,54.6436532057072
2020-04-18,geo_3,32535,4737,418,109,108,39.983317500715316
2020-04-18,geo_4,24472,3660,316,109,108,43.15319618469476
2020-04-18,geo_5,23849,3534,295,109,108,45.48603032091071
2020-04-18,geo_6,32265,4919,460,109,108,48.246436671513294
2020-04-18,geo_7,29389,4757,424,109,108,56.27171149765602
2020-04-18,geo_8,23474,3581,332,109,108,44.54820156259554
2020-04-18,geo_9,28493,4248,361,109,108,43.87461821628159
2020-04-19,geo_0,26041,3709,413,110,109,38.202594839900556
2020-04-19,geo_1,22258,3203,371,110,109,42.124621580825604
2020-04-19,geo_2,26267,4267,482,110,109,54.214761748415214
2020-04-19,geo_3,31083,4511,494,110,109,39.776834895538215
2020-04-19,geo_4,22102,3302,370,110,109,43.09660635864507
2020-04-19,geo_5,21472,3191,342,110,109,44.988146494601295
2020-04-19,geo_6,31365,4862,531,110,109,48.06920845172641
2020-04-19,geo_7,26673,4419,521,110,109,55.773841627299866
2020-04-19,geo_8,20389,3055,334,110,109,44.552084417237324
2020-04-19,geo_9,25643,3764,410,110,109,43.405544477979696
2020-04-20,geo_0,24654,3461,352,111,110,37.837906358487075
2020-04-20,geo_1,21025,3004,308,111,110,41.529665076838384
2020-04-20,geo_2,24612,3981,404,111,110,54.19786554364719
2020-04-20,geo_3,29761,4223,473,111,110,39.40399138140818
2020-04-20,geo_4,20667,3029,319,111,110,43.609327136518324
2020-04-20,geo_5,20066,2975,285,111,110,45.25040028222372
2020-04-20,geo_6,29952,4608,480,111,110,48.0946968214912
2020-04-20,geo_7,25886,4169,416,111,110,55.435024737631295
2020-04-20,geo_8,19644,2962,297,111,110,44.80153376580506
2020-04-20,geo_9,24486,3659,348,111,110,43.81068617497524
2020-04-21,geo_0,25002,3451,613,112,111,37.96119514847451
2020-04-21,geo_1,21712,3186,535,112,111,42.38313179652637
2020-04-21,geo_2,25253,4142,761,112,111,54.47970726881646
2020-04-21,geo_3,29848,4314,777,112,111,39.91327543460707
2020-04-21,geo_4,21037,3281,573,112,111,43.72767616605816
2020-04-21,geo_5,20635,3053,521,112,111,45.639798839090105
2020-04-21,geo_6,30605,4768,855,112,111,47.74881614292244
2020-04-21,geo_7,26025,4267,798,112,111,55.25791095511014
2020-04-21,geo_8,19403,2934,521,112,111,45.02766066059311
2020-04-21,geo_9,24951,3684,653,112,111,44.03370431955743
2020-04-22,geo_0,26582,3746,483,113,112,38.258989772992685
2020-04-22,geo_1,23112,3393,438,113,112,42.9770385217954
2020-04-22,geo_2,27792,4454,603,113,112,53.8112768578019
2020-04-22,geo_3,31730,4489,617,113,112,39.47049166158237
2020-04-22,geo_4,22952,3374,449,113,112,43.886130872432
2020-04-22,geo_5,23091,3415,456,113,112,45.321285416194456
2020-04-22,geo_6,32305,5029,676,113,112,49.48216774047513
2020-04-22,geo_7,27835,4586,635,113,112,55.55987872558055
2020-04-22,geo_8,21991,3357,450,113,112,45.0320609818918
2020-04-22,geo_9,27121,4035,530,113,112,43.81997856770289
2020-04-23,geo_0,28366,3915,532,114,113,38.054810551630474
2020-04-23,geo_1,25685,3766,546,114,113,43.02778352547813
2020-04-23,geo_2,29554,4837,689,114,113,53.90322398798684
2020-04-23,geo_3,33831,4798,655,114,113,39.278414373817895
2020-04-23,geo_4,25389,3716,535,114,113,43.78519523047941
2020-04-23,geo_5,25262,3872,578,114,113,46.02906819097049
2020-04-23,geo_6,34412,5314,733,114,113,50.21071289095153
2020-04-23,geo_7,30075,4730,663,114,113,55.721894961348326
2020-04-23,geo_8,23676,3488,511,114,113,44.396987828643745
2020-04-23,geo_9,29371,4295,662,114,113,44.125148529585374
2020-04-24,geo_0,29215,4083,353,115,114,38.85964184238323
2020-04-24,geo_1,26405,4038,331,115,114,43.74018887747731
2020-04-24,geo_2,29711,4750,432,115,114,54.298168820825
2020-04-24,geo_3,34855,5030,444,115,114,40.01760157227672
2020-04-24,geo_4,25801,3817,323,115,114,43.83937579669462
2020-04-24,geo_5,24816,3738,342,115,114,46.37060811037604
2020-04-24,geo_6,34969,5353,467,115,114,49.898316550608754
2020-04-24,geo_7,30109,5006,431,115,114,55.8957928236517
2020-04-24,geo_8,24198,3634,315,115,114,45.0891787706036
2020-04-24,geo_9,29400,4286,407,115,114,43.85813959145881
2020-04-25,geo_0,27765,3932,328,116,115,38.44827932700027
2020-04-25,geo_1,24920,3637,283,116,115,43.80817000904799
2020-04-25,geo_2,28852,4613,394,116,115,54.20422616781843
2020-04-25,geo_3,33058,4721,398,116,115,40.36173434173646
2020-04-25,geo_4,23406,3467,285,116,115,43.63196425876386
2020-04-25,geo_5,24191,3716,290,116,115,47.24904614637536
2020-04-25,geo_6,33678,5223,438,116,115,49.27304840241405
2020-04-25,geo_7,29544,4858,388,116,115,56.54207189645226
2020-04-25,geo_8,22807,3478,271,116,115,44.72592721014049
2020-04-25,geo_9,27652,4092,331,116,115,42.97951630094814
2020-04-26,geo_0,25788,3720,325,117,116,38.57813241738488
2020-04-26,geo_1,22252,3233,291,117,116,43.69171243669094
2020-04-26,geo_2,26695,4273,418,117,116,53.660353488150804
2020-04-26,geo_3,30661,4324,347,117,116,39.53207401255518
2020-04-26,geo_4,22342,3336,267,117,116,43.63861989023064
2020-04-26,geo_5,22000,3345,333,117,116,47.74780061906881
2020-04-26,geo_6,31580,4930,435,117,116,49.57655946329675
2020-04-26,geo_7,26952,4415,423,117,116,56.58137032365543
2020-04-26,geo_8,20929,3123,274,117,116,44.97616155238726
2020-04-26,geo_9,26575,3909,353,117,116,42.97682975243049
2020-04-27,geo_0,23648,3291,382,118,117,37.865635668511
2020-04-27,geo_1,21624,3189,339,118,117,42.98361584469874
2020-04-27,geo_2,25256,3922,480,118,117,53.561138170103646
2020-04-27,geo_3,28973,3977,468,118,117,39.45413714320675
2020-04-27,geo_4,20599,3045,320,118,117,44.06645937740639
2020-04-27,geo_5,20871,3200,398,118,117,48.12880087926406
2020-04-27,geo_6,29099,4514,561,118,117,49.88151708803374
2020-04-27,geo_7,25677,4189,490,118,117,56.44360075198426
2020-04-27,geo_8,19122,2893,341,118,117,44.28817809606557
2020-04-27,geo_9,24538,3551,403,118,117,43.18523177827956
2020-04-28,geo_0,24130,3389,565,119,118,38.12193562377357
2020-04-28,geo_1,21953,3170,512,119,118,41.783105192159894
2020-04-28,geo_2,25951,4160,686,119,118,53.13767487998851
2020-04-28,geo_3,30727,4410,745,119,118,39.10226042013768
2020-04-28,geo_4,21242,3126,539,119,118,44.11939554199518
2020-04-28,geo_5,20525,3127,537,119,118,47.720881725884
2020-04-28,geo_6,30469,4777,767,119,118,49.85609670089068
2020-04-28,geo_7,25560,4181,647,119,118,56.33203154340854
2020-04-28,geo_8,19210,2855,475,119,118,44.20237908859019
2020-04-28,geo_9,24899,3591,572,119,118,42.8207470481228
2020-04-29,geo_0,26743,3701,516,120,119,37.78741505213412
2020-04-29,geo_1,23838,3370,459,120,119,41.22803874018541
2020-04-29,geo_2,27890,4485,625,120,119,53.312657850035855
2020-04-29,geo_3,31998,4579,595,120,119,39.372628660460975
2020-04-29,geo_4,22729,3388,459,120,119,43.719167957026
2020-04-29,geo_5,23527,3598,493,120,119,48.46628316153671
2020-04-29,geo_6,32325,5061,698,120,119,49.6836043705003
2020-04-29,geo_7,28144,4671,643,120,119,57.082055571572056
2020-04-29,geo_8,21503,3190,442,120,119,43.86643195711733
2020-04-29,geo_9,27334,3849,541,120,119,41.79242322389651
2020-04-30,geo_0,29032,4090,562,121,120,37.96465611311934
2020-04-30,geo_1,25194,3704,544,121,120,41.328604453535355
2020-04-30,geo_2,28963,4593,651,121,120,53.305960849770536
2020-04-30,geo_3,34052,4883,695,121,120,39.02740845207999
2020-04-30,geo_4,25402,3808,567,121,120,43.67819772644665
2020-04-30,geo_5,24800,3882,578,121,120,48.18696931087709
2020-04-30,geo_6,34345,5341,814,121,120,49.508312072047346
2020-04-30,geo_7,29806,4909,699,121,120,57.478949172365084
2020-04-30,geo_8,23876,3529,501,121,120,43.93491212222636
2020-04-30,geo_9,29071,4289,591,121,120,42.07353012573941
2020-05-01,geo_0,28916,4007,371,122,121,37.81595467681938
2020-05-01,geo_1,26182,3724,330,122,121,41.125036003011346
2020-05-01,geo_2,29988,4851,459,122,121,52.69640289392376
2020-05-01,geo_3,34184,4780,430,122,121,38.809284936422415
2020-05-01,geo_4,25828,3899,348,122,121,41.98511187733545
2020-05-01,geo_5,25311,3926,369,122,121,47.85932975106718
2020-05-01,geo_6,35397,5454,542,122,121,49.43425116936636
2020-05-01,geo_7,30049,4917,442,122,121,57.72792998882335
2020-05-01,geo_8,24263,3656,369,122,121,43.76812106871574
2020-05-01,geo_9,28719,4206,435,122,121,42.214584688023876
2020-05-02,geo_0,27949,3768,382,123,122,36.68431137214207
2020-05-02,geo_1,24485,3506,351,123,122,41.055132860039535
2020-05-02,geo_2,28789,4498,449,123,122,51.814839445624386
2020-05-02,geo_3,32854,4586,487,123,122,38.16295352203351
2020-05-02,geo_4,24689,3437,356,123,122,41.85008414677995
2020-05-02,geo_5,23631,3551,433,123,122,48.456016781576054
2020-05-02,geo_6,33437,5072,535,123,122,49.57765119010466
2020-05-02,geo_7,29576,5021,541,123,122,57.69518333722033
2020-05-02,geo_8,23329,3570,375,123,122,43.71700833138686
2020-05-02,geo_9,28105,4114,437,123,122,41.81600212286236
2020-05-03,geo_0,25893,3537,379,124,123,36.36152362502964
2020-05-03,geo_1,22436,3310,370,124,123,41.21834636438301
2020-05-03,geo_2,26083,4124,433,124,123,51.07128639904685
2020-05-03,geo_3,30250,4267,472,124,123,38.408160494599464
2020-05-03,geo_4,22274,3222,339,124,123,41.605404471179135
2020-05-03,geo_5,22070,3444,344,124,123,48.818369168690595
2020-05-03,geo_6,31729,4967,553,124,123,50.00684902491982
2020-05-03,geo_7,27122,4493,463,124,123,56.80770758889883
2020-05-03,geo_8,20423,2980,350,124,123,43.375910331528836
2020-05-03,geo_9,25382,3739,419,124,123,41.337418945229764
2020-05-04,geo_0,24358,3280,392,125,124,35.39525855557368
2020-05-04,geo_1,21274,3106,407,125,124,40.64255779330779
2020-05-04,geo_2,24415,3862,496,125,124,52.23192273116107
2020-05-04,geo_3,29040,4118,536,125,124,38.652396415941986
2020-05-04,geo_4,19910,2994,366,125,124,42.50458357018598
2020-05-04,geo_5,20525,3197,390,125,124,49.173453493640906
2020-05-04,geo_6,29586,4703,603,125,124,49.57537440671856
2020-05-04,geo_7,25783,4216,558,125,124,56.55675851937017
2020-05-04,geo_8,19200,2845,358,125,124,43.6108033052051
2020-05-04,geo_9,24365,3585,446,125,124,41.49624349156403
2020-05-05,geo_0,24021,3176,471,126,125,35.037530833394975
2020-05-05,geo_1,21156,3101,474,126,125,39.81894159971757
2020-05-05,geo_2,25287,4044,646,126,125,53.80664227384007
2020-05-05,geo_3,29682,4097,609,126,125,38.51205247611402
2020-05-05,geo_4,20879,2976,450,126,125,42.27316028246392
2020-05-05,geo_5,20784,3284,497,126,125,49.16156687320779
2020-05-05,geo_6,30664,4794,753,126,125,49.38420179904605
2020-05-05,geo_7,26377,4348,627,126,125,56.54887905487792
2020-05-05,geo_8,20221,2991,466,126,125,44.18588423906174
2020-05-05,geo_9,24348,3496,539,126,125,41.36488087047216
2020-05-06,geo_0,26801,3642,530,127,126,34.37792018620099
2020-05-06,geo_1,22721,3215,478,127,126,39.66035960576592
2020-05-06,geo_2,27324,4382,637,127,126,53.49606772072475
2020-05-06,geo_3,32214,4511,656,127,126,39.14493923391431
2020-05-06,geo_4,22518,3252,480,127,126,42.781034245819015
2020-05-06,geo_5,22705,3563,540,127,126,49.13764379165526
2020-05-06,geo_6,32460,5078,802,127,126,48.665726728562284
2020-05-06,geo_7,28191,4680,695,127,126,55.85746535505904
2020-05-06,geo_8,21933,3281,478,127,126,44.1159428963798
2020-05-06,geo_9,25996,3834,531,127,126,41.45475104247972
2020-05-07,geo_0,28711,3662,505,128,127,34.10311913319848
2020-05-07,geo_1,25265,3559,459,128,127,39.33333895065408
2020-05-07,geo_2,28765,4634,667,128,127,53.11204627408597
2020-05-07,geo_3,33572,4893,716,128,127,39.044850066953835
2020-05-07,geo_4,24279,3508,513,128,127,41.50280052881314
2020-05-07,geo_5,24377,3777,563,128,127,48.50012792204182
2020-05-07,geo_6,34086,5137,723,128,127,48.26375944370071
2020-05-07,geo_7,29303,4700,651,128,127,56.373490135835326
2020-05-07,geo_8,23743,3399,505,128,127,43.62238767643496
2020-05-07,geo_9,29023,4161,583,128,127,41.457455350453806
2020-05-08,geo_0,29107,3932,448,129,128,34.11963881018911
2020-05-08,geo_1,25221,3567,374,129,128,39.88615791106803
2020-05-08,geo_2,29128,4548,483,129,128,53.646437098491475
2020-05-08,geo_3,33699,4787,524,129,128,38.91834879318588
2020-05-08,geo_4,25612,3741,383,129,128,41.169011008694255
2020-05-08,geo_5,25382,3898,434,129,128,48.072164205336
2020-05-08,geo_6,34112,5195,573,129,128,48.045423108942764
2020-05-08,geo_7,30616,5006,545,129,128,56.05945947857814
2020-05-08,geo_8,23407,3498,391,129,128,43.803379984986655
2020-05-08,geo_9,29048,4259,461,129,128,41.570814193874305
2020-05-09,geo_0,27561,3616,325,130,129,34.3095055480739
2020-05-09,geo_1,24819,3525,307,130,129,40.41043706813613
2020-05-09,geo_2,28431,4697,430,130,129,54.47167759663549
2020-05-09,geo_3,32838,4605,406,130,129,38.87355278651598
2020-05-09,geo_4,23519,3452,301,130,129,41.61348117863418
2020-05-09,geo_5,24036,3774,320,130,129,47.79107238037936
2020-05-09,geo_6,32634,5085,463,130,129,48.5307386929361
2020-05-09,geo_7,29592,4807,446,130,129,56.48389275509792
2020-05-09,geo_8,22489,3272,277,130,129,44.202573665914144
2020-05-09,geo_9,28096,4088,386,130,129,41.51176663347095
2020-05-10,geo_0,25171,3297,245,131,130,33.85999814411289
2020-05-10,geo_1,22266,3144,248,131,130,39.59857451714183
2020-05-10,geo_2,25972,4158,353,131,130,54.33615642318282
2020-05-10,geo_3,30676,4362,377,131,130,39.52354100825962
2020-05-10,geo_4,21450,3159,243,131,130,41.3440702305014
2020-05-10,geo_5,21030,3233,265,131,130,48.06914715686217
2020-05-10,geo_6,30513,4855,414,131,130,48.836130862133544
2020-05-10,geo_7,26461,4319,363,131,130,56.22640868217096
2020-05-10,geo_8,20796,3135,258,131,130,44.746526685965954
2020-05-10,geo_9,25245,3666,314,131,130,39.94205505384687
2020-05-11,geo_0,24128,3165,366,132,131,33.123995767917066
2020-05-11,geo_1,20654,2972,324,132,131,39.01691998107683
2020-05-11,geo_2,24417,3892,461,132,131,53.80148337761335
2020-05-11,geo_3,29329,4203,498,132,131,39.56575959196877
2020-05-11,geo_4,20439,2975,363,132,131,41.365369434710686
2020-05-11,geo_5,20148,3094,394,132,131,48.14242272531999
2020-05-11,geo_6,29509,4619,532,132,131,49.008187955851355
2020-05-11,geo_7,25457,4066,465,132,131,55.62639131209122
2020-05-11,geo_8,18990,2791,334,132,131,44.014009751401005
2020-05-11,geo_9,24484,3462,387,132,131,40.015530508458085
2020-05-12,geo_0,24918,3328,480,133,132,32.67495703040121
2020-05-12,geo_1,21255,2972,436,133,132,38.0986074438345
2020-05-12,geo_2,24581,3920,581,133,132,54.15303047751397
2020-05-12,geo_3,29313,4191,660,133,132,40.12800629742904
2020-05-12,geo_4,20140,2947,416,133,132,42.01100240824047
2020-05-12,geo_5,20187,3114,447,133,132,48.10297909291079
2020-05-12,geo_6,29667,4670,657,133,132,49.185773716758156
2020-05-12,geo_7,25447,4189,610,133,132,56.17703967557222
2020-05-12,geo_8,19994,2845,397,133,132,43.5606668705874
2020-05-12,geo_9,24903,3507,498,133,132,40.43688523766127
2020-05-13,geo_0,26357,3438,618,134,133,32.66944837414451
2020-05-13,geo_1,22673,3098,544,134,133,38.41316294790242
2020-05-13,geo_2,27118,4377,739,134,133,54.102653845788545
2020-05-13,geo_3,31093,4395,793,134,133,40.63145055734727
2020-05-13,geo_4,23199,3452,571,134,133,41.98060035246875
2020-05-13,geo_5,22045,3344,628,134,133,47.218825602794446
2020-05-13,geo_6,31935,5037,859,134,133,49.76697162731464
2020-05-13,geo_7,27160,4526,777,134,133,55.55967931630357
2020-05-13,geo_8,21334,3081,519,134,133,44.04536618696632
2020-05-13,geo_9,26534,3856,669,134,133,40.24849135414
2020-05-14,geo_0,28027,3644,479,135,134,33.104982382401914
2020-05-14,geo_1,25047,3553,518,135,134,38.829040864757275
2020-05-14,geo_2,29063,4596,679,135,134,54.165023481865234
2020-05-14,geo_3,33042,4717,713,135,134,40.73167383539729
2020-05-14,geo_4,24091,3623,516,135,134,42.040553478930164
2020-05-14,geo_5,24281,3664,528,135,134,46.06055201766889
2020-05-14,geo_6,33862,5343,802,135,134,49.67200578499195
2020-05-14,geo_7,29136,4674,672,135,134,54.84876241301185
2020-05-14,geo_8,23284,3456,509,135,134,43.97995434260852
2020-05-14,geo_9,28333,4045,630,135,134,39.524478678671045
2020-05-15,geo_0,28742,3634,414,136,135,32.350797570058624
2020-05-15,geo_1,24871,3502,407,136,135,39.47082283706553
2020-05-15,geo_2,29384,4803,592,136,135,54.53779401088123
2020-05-15,geo_3,33920,4867,584,136,135,40.566225512158304
2020-05-15,geo_4,24411,3519,422,136,135,41.97240653126178
2020-05-15,geo_5,24590,3662,432,136,135,45.77606270564884
2020-05-15,geo_6,34476,5418,671,136,135,49.79347512637443
2020-05-15,geo_7,29810,4825,544,136,135,54.348588015785005
2020-05-15,geo_8,23980,3631,430,136,135,44.316670520933684
2020-05-15,geo_9,28495,3931,479,136,135,39.236152262578145
2020-05-16,geo_0,26957,3519,263,137,136,31.969963231673155
2020-05-16,geo_1,24423,3579,294,137,136,39.31185031458986
2020-05-16,geo_2,27697,4476,365,137,136,54.071051528979254
2020-05-16,geo_3,32389,4622,383,137,136,40.55789272954547
2020-05-16,geo_4,23366,3183,228,137,136,41.5340589743206
2020-05-16,geo_5,23691,3639,270,137,136,45.84065821691834
2020-05-16,geo_6,32244,5085,408,137,136,50.228707397872654
2020-05-16,geo_7,28039,4529,356,137,136,53.8175530142339
2020-05-16,geo_8,22378,3202,275,137,136,44.082115320962224
2020-05-16,geo_9,26916,3829,293,137,136,39.29582840506495
2020-05-17,geo_0,24942,3196,284,138,137,31.571965083054664
2020-05-17,geo_1,21332,3050,312,138,137,39.3650809037118
2020-05-17,geo_2,25803,4214,462,138,137,54.1684094240787
2020-05-17,geo_3,29600,4245,462,138,137,40.91759654920432
2020-05-17,geo_4,21418,3085,328,138,137,41.05230575177596
2020-05-17,geo_5,20944,3145,336,138,137,45.19051236795279
2020-05-17,geo_6,30037,4730,499,138,137,49.89288939387376
2020-05-17,geo_7,25749,4073,405,138,137,53.15311922776576
2020-05-17,geo_8,19415,2854,328,138,137,44.18602638452897
2020-05-17,geo_9,24729,3416,361,138,137,38.53480071046946
2020-05-18,geo_0,23204,3058,308,139,138,32.54929656368255
2020-05-18,geo_1,20328,3007,299,139,138,39.825065531745445
2020-05-18,geo_2,24151,3876,408,139,138,53.98523475627151
2020-05-18,geo_3,28107,4152,448,139,138,41.16016551934209
2020-05-18,geo_4,19588,2778,293,139,138,40.04610568208603
2020-05-18,geo_5,19971,3093,321,139,138,46.2643998652856
2020-05-18,geo_6,28557,4356,498,139,138,49.40654639972026
2020-05-18,geo_7,24284,3874,401,139,138,52.90318095812768
2020-05-18,geo_8,17920,2727,274,139,138,43.070702014659304
2020-05-18,geo_9,23900,3358,327,139,138,38.58868088470147
2020-05-19,geo_0,23917,3071,312,140,139,31.797899864897627
2020-05-19,geo_1,20644,2978,300,140,139,39.67892348817149
2020-05-19,geo_2,24791,3932,378,140,139,53.51457342513831
2020-05-19,geo_3,29138,4257,421,140,139,40.42102404568151
2020-05-19,geo_4,19779,2890,319,140,139,39.44714378895823
2020-05-19,geo_5,20251,3054,311,140,139,46.18051270777479
2020-05-19,geo_6,28757,4413,435,140,139,48.56541885814198
2020-05-19,geo_7,24731,3899,414,140,139,52.330013140489136
2020-05-19,geo_8,18526,2766,254,140,139,43.206020085998574
2020-05-19,geo_9,23651,3355,345,140,139,39.6916053032147
2020-05-20,geo_0,25627,3260,453,141,140,31.829489099125507
2020-05-20,geo_1,23056,3207,478,141,140,39.014399031350536
2020-05-20,geo_2,25959,4266,589,141,140,53.12349810155086
2020-05-20,geo_3,30682,4385,580,141,140,40.22747584381691
2020-05-20,geo_4,21874,3177,438,141,140,39.06673501278146
2020-05-20,geo_5,22218,3397,457,141,140,46.42634545651357
2020-05-20,geo_6,30973,4693,661,141,140,48.46469524673595
2020-05-20,geo_7,26785,4214,559,141,140,52.5761724503652
2020-05-20,geo_8,20162,2977,397,141,140,42.84358536752083
2020-05-20,geo_9,25311,3592,451,141,140,40.14705522068965
2020-05-21,geo_0,27965,3584,511,142,141,31.530135853258617
2020-05-21,geo_1,24665,3486,482,142,141,38.31406155031948
2020-05-21,geo_2,27739,4427,652,142,141,53.995721320500095
2020-05-21,geo_3,33247,4710,686,142,141,39.096647120333856
2020-05-21,geo_4,23684,3328,450,142,141,38.48282891961199
2020-05-21,geo_5,24016,3731,522,142,141,45.89829476485921
2020-05-21,geo_6,32748,5168,657,142,141,49.50038582900691
2020-05-21,geo_7,28491,4608,646,142,141,53.26290559059902
2020-05-21,geo_8,22314,3315,463,142,141,43.3765169652852
2020-05-21,geo_9,27627,3935,569,142,141,39.76551633529823
2020-05-22,geo_0,27517,3705,397,143,142,32.51829230232564
2020-05-22,geo_1,23912,3279,342,143,142,38.27472874760221
2020-05-22,geo_2,28352,4596,461,143,142,54.25908060578285
2020-05-22,geo_3,33146,4595,508,143,142,38.95924185294802
2020-05-22,geo_4,23754,3304,338,143,142,38.23480104711253
2020-05-22,geo_5,24202,3678,379,143,142,45.54911080439819
2020-05-22,geo_6,33880,5355,565,143,142,49.16818516104876
2020-05-22,geo_7,28483,4487,446,143,142,53.341609098375685
2020-05-22,geo_8,23293,3447,363,143,142,43.33734711914166
2020-05-22,geo_9,27847,3966,404,143,142,39.52474495136819
2020-05-23,geo_0,26641,3445,235,144,143,33.03939068033472
2020-05-23,geo_1,23011,3183,233,144,143,36.559167607846966
2020-05-23,geo_2,27099,4476,255,144,143,54.28000757276021
2020-05-23,geo_3,31748,4415,282,144,143,39.08203711314674
2020-05-23,geo_4,22983,3247,213,144,143,38.576320408812826
2020-05-23,geo_5,22635,3425,230,144,143,45.2847129733612
2020-05-23,geo_6,31540,4921,314,144,143,49.03593843093312
2020-05-23,geo_7,27786,4479,296,144,143,53.60028623916967
2020-05-23,geo_8,22026,3265,206,144,143,43.851513462596074
2020-05-23,geo_9,26921,3827,235,144,143,39.14070619071168
2020-05-24,geo_0,23307,3126,264,145,144,32.930582720432525
2020-05-24,geo_1,21399,2953,246,145,144,37.157692390674256
2020-05-24,geo_2,25123,3967,344,145,144,52.97533210240827
2020-05-24,geo_3,29732,4098,334,145,144,38.49223543683274
2020-05-24,geo_4,19646,2827,233,145,144,39.06870695275802
2020-05-24,geo_5,20360,3016,232,145,144,45.59045040531916
2020-05-24,geo_6,29412,4627,447,145,144,49.05222808806119
2020-05-24,geo_7,25573,4110,360,145,144,53.133035117733634
2020-05-24,geo_8,18822,2855,253,145,144,43.17063812331546
2020-05-24,geo_9,24151,3502,313,145,144,38.602691421466275
2020-05-25,geo_0,22898,3019,320,146,145,33.45376531297127
2020-05-25,geo_1,18892,2584,255,146,145,36.59423714497641
2020-05-25,geo_2,23567,3716,403,146,145,52.77484310441726
2020-05-25,geo_3,27805,3844,404,146,145,37.86197262078295
2020-05-25,geo_4,19064,2791,258,146,145,39.241098940221015
2020-05-25,geo_5,19001,2861,273,146,145,45.07209219667997
2020-05-25,geo_6,27673,4205,445,146,145,48.749879736691746
2020-05-25,geo_7,24209,3795,407,146,145,52.03984258792255
2020-05-25,geo_8,17878,2634,286,146,145,42.11554422636655
2020-05-25,geo_9,22707,3208,323,146,145,38.35559148253437
2020-05-26,geo_0,22822,2937,306,147,146,32.53195377939185
2020-05-26,geo_1,19660,2706,293,147,146,37.38918836701799
2020-05-26,geo_2,23915,3757,425,147,146,51.48445692143235
2020-05-26,geo_3,28225,3833,414,147,146,37.199977767293966
2020-05-26,geo_4,19500,2805,311,147,146,38.99210416051863
2020-05-26,geo_5,19053,2875,347,147,146,44.63218047219556
2020-05-26,geo_6,28554,4500,519,147,146,47.93575261564189
2020-05-26,geo_7,23963,3797,429,147,146,51.300942964430206
2020-05-26,geo_8,18023,2618,274,147,146,41.363476849660536
2020-05-26,geo_9,22402,3091,323,147,146,37.95287880423892
2020-05-27,geo_0,24351,3196,487,148,147,33.2403957387854
2020-05-27,geo_1,21337,2896,435,148,147,37.162327758882526
2020-05-27,geo_2,25436,4101,638,148,147,51.807980385143566
2020-05-27,geo_3,29812,4109,617,148,147,37.18318359081769
2020-05-27,geo_4,20691,2799,433,148,147,39.28346088213422
2020-05-27,geo_5,20859,3098,466,148,147,42.966623799921834
2020-05-27,geo_6,29668,4489,668,148,147,47.51308936038998
2020-05-27,geo_7,25806,4085,592,148,147,51.68626287073917
2020-05-27,geo_8,19654,2850,396,148,147,40.812658678710164
2020-05-27,geo_9,24617,3445,480,148,147,38.56647012507797
2020-05-28,geo_0,26495,3470,458,149,148,33.70665790065601
2020-05-28,geo_1,23413,3144,386,149,148,36.65382446692754
2020-05-28,geo_2,27243,4302,532,149,148,51.28029918567752
2020-05-28,geo_3,31640,4318,568,149,148,36.397853808609796
2020-05-28,geo_4,22379,3274,414,149,148,38.69498838295918
2020-05-28,geo_5,23012,3366,409,149,148,42.07665383966282
2020-05-28,geo_6,31811,4892,618,149,148,47.44881156097633
2020-05-28,geo_7,27689,4234,510,149,148,50.68180936752963
2020-05-28,geo_8,21420,3073,347,149,148,40.84149306208335
2020-05-28,geo_9,26490,3668,462,149,148,38.604700140250685
2020-05-29,geo_0,26336,3475,295,150,149,32.59234914654407
2020-05-29,geo_1,23579,3146,266,150,149,37.14682298664307
2020-05-29,geo_2,28024,4390,320,150,149,51.25296863365082
2020-05-29,geo_3,32161,4453,353,150,149,36.48606954992963
2020-05-29,geo_4,23239,3209,245,150,149,38.03401519081461
2020-05-29,geo_5,23372,3414,244,150,149,42.10620276128707
2020-05-29,geo_6,32733,5149,400,150,149,47.72521393213552
2020-05-29,geo_7,28332,4378,337,150,149,50.34802952392026
2020-05-29,geo_8,22389,3208,224,150,149,41.5614756806271
2020-05-29,geo_9,26400,3721,312,150,149,38.34289580857209
2020-05-30,geo_0,24873,3225,299,151,150,32.87115583959609
2020-05-30,geo_1,21711,2952,256,151,150,37.00358682676797
2020-05-30,geo_2,26259,4247,362,151,150,51.25370263994438
2020-05-30,geo_3,30913,4205,372,151,150,35.35580920449721
2020-05-30,geo_4,21370,3046,270,151,150,37.93007919279838
2020-05-30,geo_5,21908,3090,266,151,150,41.44925229601117
2020-05-30,geo_6,30458,4703,410,151,150,47.00725500938282
2020-05-30,geo_7,26883,4251,379,151,150,50.92770445564188
2020-05-30,geo_8,20096,2935,255,151,150,41.16580805558185
2020-05-30,geo_9,25174,3494,318,151,150,37.54952497496851
2020-05-31,geo_0,23034,3055,272,152,151,32.39227531760399
